,Feature,Permutation Importance
429,cddd_430,0.00018134626811610043
449,cddd_450,0.00018099070177836075
377,cddd_378,0.0001799260163149907
396,cddd_397,0.00017959032624064174
10,cddd_11,0.00017828802274756362
339,cddd_340,0.00017828677025033546
290,cddd_291,0.0001781626005257886
14,cddd_15,0.00017812067256118836
47,cddd_48,0.00017710843326914638
123,cddd_124,0.00017703795218990682
172,cddd_173,0.00017699475428127885
382,cddd_383,0.00017683461818629453
206,cddd_207,0.00017587498182206618
120,cddd_121,0.00017564060828578754
121,cddd_122,0.0001752081358609936
480,cddd_481,0.00017487801528970337
331,cddd_332,0.0001737021954761442
348,cddd_349,0.0001733327243310545
456,cddd_457,0.00017309674362117055
70,cddd_71,0.0001728674017719034
191,cddd_192,0.00017212098138869036
281,cddd_282,0.0001708311061155987
259,cddd_260,0.0001703451883413032
69,cddd_70,0.00017019629387589054
50,cddd_51,0.00017010118101347117
136,cddd_137,0.0001700622956906983
333,cddd_334,0.00017005285475988341
475,cddd_476,0.00016720128983116478
245,cddd_246,0.0001648678176578433
179,cddd_180,0.00016341537392577932
11,cddd_12,0.00016252676313650572
174,cddd_175,0.00016225745505674683
261,cddd_262,0.00016155424559074482
498,cddd_499,0.00016097049320106248
1,cddd_2,0.00016085283042542863
229,cddd_230,0.0001605892292717237
416,cddd_417,0.00016054472709183809
415,cddd_416,0.0001598441917682325
16,cddd_17,0.00015783099649248068
219,cddd_220,0.0001577030039997318
300,cddd_301,0.00015700913219799384
428,cddd_429,0.00015688267679229151
282,cddd_283,0.00015678785969805987
101,cddd_102,0.00015637024671557586
178,cddd_179,0.0001559247861518065
445,cddd_446,0.00015564594147452482
23,cddd_24,0.0001552936004713068
471,cddd_472,0.00015496469914721978
310,cddd_311,0.00015417191746130987
137,cddd_138,0.00015415529175936138
38,cddd_39,0.00015390483020939484
13,cddd_14,0.0001527658963098255
502,cddd_503,0.00015271925567558186
263,cddd_264,0.0001522658909229091
460,cddd_461,0.00015117910004066592
104,cddd_105,0.00015060945986297147
372,cddd_373,0.00015003853008690448
115,cddd_116,0.00014985384092146558
21,cddd_22,0.00014934317083826755
36,cddd_37,0.00014829837109457954
441,cddd_442,0.00014706280638770997
156,cddd_157,0.00014701519467013034
30,cddd_31,0.00014614779041078886
133,cddd_134,0.00014462440732607718
365,cddd_366,0.0001444685561717729
391,cddd_392,0.00014397759072197757
197,cddd_198,0.00014383577721304163
405,cddd_406,0.00014335262429929774
313,cddd_314,0.00014314839265096025
419,cddd_420,0.00014291373476199576
360,cddd_361,0.0001427568827646275
76,cddd_77,0.00014266827129202352
404,cddd_405,0.00014158733249329812
114,cddd_115,0.00014026983002379811
29,cddd_30,0.0001399164080794546
435,cddd_436,0.00013960522811942155
12,cddd_13,0.00013955567407910596
387,cddd_388,0.00013944644923317152
37,cddd_38,0.0001384546055773428
35,cddd_36,0.00013772176507753642
210,cddd_211,0.00013728039161791105
211,cddd_212,0.0001355617979627133
132,cddd_133,0.0001349728113157034
298,cddd_299,0.0001348494607754991
111,cddd_112,0.0001347003942772984
317,cddd_318,0.0001342935541146284
291,cddd_292,0.000133414523526576
315,cddd_316,0.00013315015810033692
237,cddd_238,0.00013264369589620627
341,cddd_342,0.0001314408322627747
319,cddd_320,0.0001312351177259141
48,cddd_49,0.0001310601331807715
6,cddd_7,0.00013080459095708984
295,cddd_296,0.00013074317009740267
283,cddd_284,0.00013045139609458857
343,cddd_344,0.00013043527900477025
252,cddd_253,0.00013031744805370727
334,cddd_335,0.00012995417610349723
53,cddd_54,0.0001297436516145112
467,cddd_468,0.00012911449023388365
332,cddd_333,0.00012880042617228194
90,cddd_91,0.0001287226823028509
54,cddd_55,0.00012818077637718472
134,cddd_135,0.00012785564424077077
257,cddd_258,0.0001275313522077659
188,cddd_189,0.00012700039213020542
301,cddd_302,0.00012648231413944221
484,cddd_485,0.00012621345199442802
476,cddd_477,0.00012619255545108786
181,cddd_182,0.0001250116398739065
81,cddd_82,0.0001242959894022233
198,cddd_199,0.0001231066651679824
325,cddd_326,0.0001229969177750201
205,cddd_206,0.00012234910669516318
43,cddd_44,0.00012104343245995519
279,cddd_280,0.00012085647030781743
128,cddd_129,0.00012057119178763288
350,cddd_351,0.0001200481458138003
483,cddd_484,0.00011977075416448324
164,cddd_165,0.00011881518932158608
208,cddd_209,0.00011846348266363327
375,cddd_376,0.00011807726715941102
454,cddd_455,0.00011803532435008534
213,cddd_214,0.0001173769603868835
469,cddd_470,0.0001172237653389807
376,cddd_377,0.00011718712022074085
63,cddd_64,0.00011712319224190803
72,cddd_73,0.0001161316004145263
145,cddd_146,0.00011584092736041107
424,cddd_425,0.00011577411993334286
292,cddd_293,0.00011555395063422846
2,cddd_3,0.0001153680441388305
294,cddd_295,0.00011534449101689992
468,cddd_469,0.00011502899669693089
293,cddd_294,0.00011469977261362452
67,cddd_68,0.00011462373434255602
330,cddd_331,0.00011458727299622496
75,cddd_76,0.00011444611353385037
260,cddd_261,0.00011327164336448759
280,cddd_281,0.00011197750370266491
3,cddd_4,0.00011186292719939095
200,cddd_201,0.0001114390641630214
374,cddd_375,0.00011140795337803988
496,cddd_497,0.00011110952105828354
422,cddd_423,0.00011096483899272202
357,cddd_358,0.00011093853972788947
497,cddd_498,0.00011023121799301761
180,cddd_181,0.00011007888387583042
340,cddd_341,0.0001100341083876688
398,cddd_399,0.00010971478577160853
59,cddd_60,0.0001096526083807614
408,cddd_409,0.00010945101591773865
108,cddd_109,0.00010923947502021747
337,cddd_338,0.000107811409833658
131,cddd_132,0.0001075737257958953
41,cddd_42,0.000107377087514271
278,cddd_279,0.0001072519089815982
285,cddd_286,0.00010711426393125167
110,cddd_111,0.00010649342223363334
410,cddd_411,0.00010549182389043565
393,cddd_394,0.00010539685043394753
122,cddd_123,0.00010504836843461263
461,cddd_462,0.00010427137570649947
185,cddd_186,0.00010398719964060943
173,cddd_174,0.00010397776255077762
118,cddd_119,0.00010258561472414884
479,cddd_480,0.0001025134006886752
346,cddd_347,0.0001023359114470046
218,cddd_219,0.00010150340665846525
511,cddd_512,0.00010115205113083725
102,cddd_103,0.00010096290089743887
166,cddd_167,0.00010088523011370087
423,cddd_424,0.00010059986454492575
414,cddd_415,0.00010026234162033854
153,cddd_154,0.0001002567934760834
169,cddd_170,9.968234906209128e-05
249,cddd_250,9.915091469441251e-05
286,cddd_287,9.901641322472843e-05
272,cddd_273,9.900891249978728e-05
433,cddd_434,9.895621263475985e-05
495,cddd_496,9.892700943322507e-05
196,cddd_197,9.880015352278226e-05
232,cddd_233,9.756295972067619e-05
223,cddd_224,9.746218005149965e-05
227,cddd_228,9.635482734453582e-05
148,cddd_149,9.623644997913683e-05
78,cddd_79,9.477475002452884e-05
18,cddd_19,9.456043637767753e-05
366,cddd_367,9.400120500517861e-05
55,cddd_56,9.316761639611703e-05
33,cddd_34,9.316356601298814e-05
258,cddd_259,9.15923751163783e-05
402,cddd_403,9.154394486379224e-05
5,cddd_6,9.15003569470163e-05
352,cddd_353,9.135944230072024e-05
311,cddd_312,9.095933255992561e-05
453,cddd_454,9.074867494307526e-05
31,cddd_32,9.009835778291952e-05
204,cddd_205,8.936341667447057e-05
421,cddd_422,8.888556788352319e-05
490,cddd_491,8.888373133616456e-05
234,cddd_235,8.739966520900921e-05
427,cddd_428,8.650678914214893e-05
189,cddd_190,8.647075123948688e-05
478,cddd_479,8.560168196459772e-05
113,cddd_114,8.555328964899855e-05
284,cddd_285,8.509011228731156e-05
406,cddd_407,8.449073313189226e-05
94,cddd_95,8.42865360336953e-05
418,cddd_419,8.257020653608116e-05
388,cddd_389,8.18273511258516e-05
270,cddd_271,8.08475139570164e-05
462,cddd_463,8.01712716064551e-05
329,cddd_330,8.004726904901061e-05
83,cddd_84,7.921950250657783e-05
275,cddd_276,7.921665049068772e-05
324,cddd_325,7.859926161392083e-05
165,cddd_166,7.847664161909629e-05
60,cddd_61,7.796326729629932e-05
239,cddd_240,7.783800242769923e-05
215,cddd_216,7.568286202078723e-05
58,cddd_59,7.373836798780786e-05
231,cddd_232,7.332118978068403e-05
499,cddd_500,7.270020615229855e-05
505,cddd_506,7.262228058986242e-05
176,cddd_177,7.169800619145627e-05
7,cddd_8,7.154837436116335e-05
221,cddd_222,7.010439132359991e-05
238,cddd_239,6.978671921630264e-05
62,cddd_63,6.685355948198302e-05
125,cddd_126,6.680482961692879e-05
79,cddd_80,6.50808861541452e-05
17,cddd_18,6.142809225447853e-05
230,cddd_231,6.114263855498958e-05
216,cddd_217,6.096870437356516e-05
417,cddd_418,5.963192437411502e-05
342,cddd_343,5.631457358939995e-05
474,cddd_475,5.399247004246321e-05
138,cddd_139,5.375525424452521e-05
504,cddd_505,5.367538526697135e-05
269,cddd_270,5.1125083233416466e-05
413,cddd_414,4.821866304436373e-05
24,cddd_25,4.731860016278233e-05
170,cddd_171,4.623959296023994e-05
464,cddd_465,4.5775120780489066e-05
32,cddd_33,4.277266352689102e-05
305,cddd_306,3.921481819842976e-05
56,cddd_57,2.96820775798734e-05
411,cddd_412,2.3023924197584923e-05
