,Feature,Importance
114,cddd_115,0.00043872227324865797
424,cddd_425,0.00043851464821780667
374,cddd_375,0.00043831325724346266
218,cddd_219,0.00043789670906509723
208,cddd_209,0.0004377103284812323
53,cddd_54,0.00043669908513735076
37,cddd_38,0.00043127133303672954
324,cddd_325,0.00043089345764254485
392,cddd_393,0.0004292055464961843
25,cddd_26,0.0004269373057280148
78,cddd_79,0.0004243360537492823
113,cddd_114,0.00042335141131964884
387,cddd_388,0.00041821824078250677
490,cddd_491,0.00041807639294337296
3,cddd_4,0.0004162907714399325
108,cddd_109,0.0004145086863450535
334,cddd_335,0.0004126076952378504
393,cddd_394,0.0004111683669815375
24,cddd_25,0.0004105312388799979
311,cddd_312,0.00041005725447750745
170,cddd_171,0.0004095530663468678
12,cddd_13,0.00040954396431030257
5,cddd_6,0.00040916542459137895
269,cddd_270,0.00040905114580638895
301,cddd_302,0.000407266207437038
402,cddd_403,0.00040710177117968667
122,cddd_123,0.00040451254504731093
272,cddd_273,0.00040393609664965315
58,cddd_59,0.00040208515884960317
110,cddd_111,0.00040030717833576296
48,cddd_49,0.00039949254593941796
496,cddd_497,0.0003988611082810099
422,cddd_423,0.00039480191215745636
478,cddd_479,0.00039332162765242095
180,cddd_181,0.00038846380007992985
258,cddd_259,0.00038790257515503273
474,cddd_475,0.0003866265474102918
213,cddd_214,0.0003845428386576934
285,cddd_286,0.0003834076796057523
234,cddd_235,0.0003819160617262274
148,cddd_149,0.0003781203100958198
41,cddd_42,0.0003770131957291625
427,cddd_428,0.0003759682203472666
330,cddd_331,0.0003753546887260178
342,cddd_343,0.000375213572175158
352,cddd_353,0.00037276597466801394
413,cddd_414,0.000372566369677653
270,cddd_271,0.00037134448423075083
54,cddd_55,0.00037033610174080624
13,cddd_14,0.0003692589155783172
239,cddd_240,0.0003670344250102755
286,cddd_287,0.00036552097229778865
173,cddd_174,0.0003646301621226576
479,cddd_480,0.0003643665048857633
418,cddd_419,0.0003640102214543609
185,cddd_186,0.0003638015973961902
188,cddd_189,0.000363430194434015
204,cddd_205,0.0003588609710121383
169,cddd_170,0.0003521229073516364
62,cddd_63,0.0003514692699169984
284,cddd_285,0.00034338355495990843
17,cddd_18,0.0003421751776699259
227,cddd_228,0.0003371490383500292
35,cddd_36,0.0003359404369382994
329,cddd_330,0.0003359201313851186
376,cddd_377,0.0003346229161815237
293,cddd_294,0.00033268742318170113
305,cddd_306,0.00033235839558080465
231,cddd_232,0.0003210370218012919
200,cddd_201,0.0003180920069939493
350,cddd_351,0.0003171381418471431
165,cddd_166,0.00031683334813127905
196,cddd_197,0.00031454613805175944
375,cddd_376,0.00031432896959193826
279,cddd_280,0.0003080078447638447
278,cddd_279,0.0003051661321658666
166,cddd_167,0.0003042121692879013
32,cddd_33,0.00029947325833418474
33,cddd_34,0.00029519285385292283
499,cddd_500,0.00029232306649225423
388,cddd_389,0.00029084381484143857
453,cddd_454,0.0002892046085838792
414,cddd_415,0.0002811726504953819
60,cddd_61,0.00027646592576802386
462,cddd_463,0.00027315290070559824
176,cddd_177,0.0002616567043642322
56,cddd_57,0.000253735526567199
31,cddd_32,0.000243053001233137
215,cddd_216,0.00022740395609509965
238,cddd_239,0.00022581391810207277
138,cddd_139,0.0002161045481924069
504,cddd_505,0.00021469190771269744
125,cddd_126,0.00020474177541569545
464,cddd_465,0.00019004675636746156
